video,cosine
07-01-01,0.593828
07-01-02,0.658446
07-01-03,0.345024
07-01-04,0.495683
07-02-01,0.387592
07-02-02,0.610091
07-02-03,0.505557
07-02-04,0.700321
07-03-01,0.521891
07-04-01,0.406441
07-04-02,0.284752
07-05-01,-1
07-05-02,0.424871
07-06-01,0.197351
07-07-01,0.322358
07-08-01,0.554037
07-08-02,0.675979
07-09-01,0.267072
07-09-02,0.46991
07-10-01,0.56626
07-10-02,0.524218
07-10-03,0.401659
07-11-01,0.462873
