idLU,idLemma,idFrame,frameName,name,annotationset_count,annotation_number
636,251,1268,Chegada_ao_destino,desembarque,0,0
25958,117227,1275,Obter_documento,renovar,0,0
676,117071,1278,Partida_do_turista_localidade,embarcar,0,0
1172,70,1279,Arbitragem,árbitro,0,0
25652,636,1292,Meios_de_transporte,bicicleta,0,0
51723,116877,1293,Deslocar-se,ir,0,0
27869,8746,1306,Reações_da_torcida,ver,0,0
20557,67,1327,Equipamentos_esportivos,apito,0,0
29206,133,1327,Equipamentos_esportivos,bola,0,0
29199,808,1327,Equipamentos_esportivos,peso,0,0
3102,837,1327,Equipamentos_esportivos,bike,0,0
19202,1,1338,Pessoas_por_atividade_de_lazer,turista,0,0
25534,622,1338,Pessoas_por_atividade_de_lazer,visitante,0,0
31148,37439,1338,Pessoas_por_atividade_de_lazer,gamer,0,0
28557,34096,1341,Atletas_por_esporte,surfista,0,0
19894,80,1342,Instalações_esportivas,arena,0,0
28092,930,1349,Esportes,esgrima,0,0
28091,21138,1349,Esportes,escalada,0,0
51823,117021,1356,Jogadas_individuais,chutar,0,0
24579,117223,1365,Sediar_evento,organizar,0,0
23903,8746,1366,Assistir_a_evento,ver,0,0
23901,116877,1366,Assistir_a_evento,ir,0,0
40391,68134,1375,Partes_do_corpo,tireoide,0,0
25563,852,1414,Móveis,mesa,0,0
25562,6578,1414,Móveis,cama,0,0
25516,8665,1423,Serviço_em_alimentação,servir,0,0
52182,801,1451,Pessoas_por_gênero_e_ou_orientação_sexual,homem,0,0
52183,801,1451,Pessoas_por_gênero_e_ou_orientação_sexual,homem,0,0
40998,70773,1455,Línguas,libras,0,0
