idFrameElement,idEntity,frameName,feName,property_name,related_class,quantifier,cardinality,match_count
14522,2747822,"Type collection",Location,has_location,Entity,some,,1
14523,2747823,"Type collection",Parthood,has_part,Object,only,,1
14524,2747824,"Type collection",Parthood,has_part,Object,only,,1
14525,2747825,"Type collection",Parthood,has_part,Object,only,,1
14528,2747828,"Type collection",Participation,is_participant_in,Event,some,,1
14536,2747836,"Unit of measure",Classification,classifies,Region,only,,1
14529,2747829,"Unit of measure",Classification,classifies,Region,only,,1
14530,2747830,"Unit of measure",Constitution,has_constituent,Object,only,,1
14537,2747837,"Unit of measure",Definition,is_defined_in,Description,some,,1
14538,2747838,"Unit of measure",Expression,is_expressed_by,InformationObject,some,,1
14531,2747831,"Unit of measure",Location,has_location,Entity,some,,1
14540,2747840,"Unit of measure",Parametric_specification,parametrizes,Region,some,,1
14532,2747832,"Unit of measure",Parthood,has_part,Object,only,,1
14533,2747833,"Unit of measure",Parthood,has_part,Object,only,,1
14534,2747834,"Unit of measure",Parthood,has_part,Object,only,,1
14535,2747835,"Unit of measure",Parthood,has_part,Object,only,,1
14539,2747839,"Unit of measure",Participation,is_participant_in,Event,some,,1
14548,2747848,Workflow,Classification,is_classified_by,Role,only,,1
14543,2747843,Workflow,Composition,has_component,Goal,some,,1
14544,2747844,Workflow,Constitution,has_constituent,Object,only,,1
14549,2747849,Workflow,Expression,is_expressed_by,InformationObject,some,,1
14545,2747845,Workflow,Location,has_location,Entity,some,,1
14546,2747846,Workflow,Parthood,has_part,Object,only,,1
14547,2747847,Workflow,Parthood,has_part,Object,only,,1
14550,2747850,Workflow,Participation,is_participant_in,Event,some,,1
14541,2747841,Workflow,Role_definition,defines_role,Role,some,,1
14542,2747842,Workflow,Task_definition,defines_task,Task,some,,1
14551,2747851,"Workflow execution",Satisfaction,satisfies,Workflow,some,,1
14552,2747852,"Workflow execution",Satisfaction,satisfies,Workflow,some,,1
